org_name,n_records,normalized,legacy_cik,resolved_cik,method,grade,legacy_vs_resolved,evidence
Marathon Petroleum Company LP,2,MARATHON PETROLEUM,1510295,1510295.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: MARATHON PETROLEUM CORP
"Mark Dunning Industries, Inc.",2,MARK DUNNING INDUSTRIES,1324404,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Marking Services, Inc.",1,MARKING SERVICES,1136893,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Marriott International, Inc.",1,MARRIOTT INTERNATIONAL,1048286,905036.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,EDGAR name: MARRIOTT INTERNATIONAL INC
"Marsh & McLennan Companies, Inc.",1,MARSH MCLENNAN COMPANIES,62709,62709.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: MARSH & MCLENNAN COMPANIES INC
Martin Showers Smith & McDonald LLP,1,MARTIN SHOWERS SMITH MCDONALD,63908,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Mead Johnson & Company, LLC",1,MEAD JOHNSON,200406,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Mediacom Communications Corporation,1,MEDIACOM COMMUNICATIONS,1034054,1098659.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,EDGAR name: MEDIACOM COMMUNICATIONS CORP
Mediant Communications Inc.,3,MEDIANT COMMUNICATIONS,1034054,1567336.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,EDGAR name: MEDIANT COMMUNICATIONS INC.
"Medical Healthcare Solutions, Inc.",1,MEDICAL HEALTHCARE SOLUTIONS,1932393,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Merlin Information Services,2,MERLIN INFORMATION SERVICES,1136893,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Microsoft Corporation,4,MICROSOFT,789019,789019.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: MICROSOFT CORP
"Morgan Brown & Joy, LLP",1,MORGAN BROWN JOY,19617,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Morgan Industrial, Inc.",1,MORGAN INDUSTRIAL,19617,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Morgan Industrial, Inc. dba Omega Morgan",1,MORGAN INDUSTRIAL DBA OMEGA MORGAN,19617,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Morgan Truck Body, LLC",1,MORGAN TRUCK BODY,19617,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Motorola Mobility Inc.,1,MOTOROLA MOBILITY,68505,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Motorola Mobility, Inc.",1,MOTOROLA MOBILITY,68505,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Motorola, Inc.",2,MOTOROLA,68505,68505.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: MOTOROLA INC
NBC Sports Group,3,NBC SPORTS GROUP,1166691,1166691.0,REASONING_HIGH,REVIEW,SAME,SEC EDGAR (HIGH): NBC/Comcast subsidiary | NOT independently confirmed
NBCUniversal,1,NBCUNIVERSAL,1166691,1512267.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,"EDGAR name: NBCUNIVERSAL, LLC"
NCH Corporation,5,NCH,1402057,69960.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,EDGAR name: NCH CORP
"NCO Financial Systems, Inc.",1,NCO FINANCIAL SYSTEMS,713676,1396897.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,"EDGAR name: NCO FINANCIAL SYSTEMS, INC."
NSi Industries LLC,1,NSI INDUSTRIES,1324404,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"NVR Settlement Services of Maryland, Inc.",1,NVR SETTLEMENT SERVICES OF MARYLAND,906163,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"National Presto Industries, Inc.",1,NATIONAL PRESTO INDUSTRIES,1324404,80172.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,EDGAR name: NATIONAL PRESTO INDUSTRIES INC
"Newcourse Communications, Inc.",11,NEWCOURSE COMMUNICATIONS,1034054,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"NextGen Healthcare, Inc.",2,NEXTGEN HEALTHCARE,1932393,708818.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,"EDGAR name: NEXTGEN HEALTHCARE, INC."
Nokia Inc.,1,NOKIA,924613,924613.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: NOKIA CORP
"Nokia Networks and Solutions US, LLC",2,NOKIA NETWORKS AND SOLUTIONS US,924613,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Northrop Grumman Systems Corporation,1,NORTHROP GRUMMAN SYSTEMS,1133421,72945.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,EDGAR name: NORTHROP CORP
Nuance Communications Inc,1,NUANCE COMMUNICATIONS,1034054,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 1002517 (NUANCE COMMUNICATIONS, INC.) | 1102556 (NUANCE COMMUNICATIONS) || legacy ticker: SBAC"
"Nuance Communications, Inc.",5,NUANCE COMMUNICATIONS,1034054,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 1002517 (NUANCE COMMUNICATIONS, INC.) | 1102556 (NUANCE COMMUNICATIONS) || legacy ticker: SBAC"
Nucor Corporation,5,NUCOR,73309,73309.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: NUCOR CORP
"Oceaneering International, Inc.",1,OCEANEERING INTERNATIONAL,5272,73756.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,EDGAR name: OCEANEERING INTERNATIONAL INC
Okta Inc,1,OKTA,1660134,1660134.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,"EDGAR name: OKTA, INC."
"Okta, Inc",1,OKTA,1660134,1660134.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,"EDGAR name: OKTA, INC."
"Okta, Inc.",5,OKTA,1660134,1660134.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,"EDGAR name: OKTA, INC."
"On Q Financial, LLC",1,ON Q FINANCIAL,713676,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Oracle Corporation,2,ORACLE,777676,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 727632 (ORACLE CORP) | 1341439 (ORACLE CORP, ORCL) || legacy ticker: ORCL"
"Oracle USA, Inc.",2,ORACLE USA,777676,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Orbus Visual Communications, LLC",3,ORBUS VISUAL COMMUNICATIONS,1034054,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
PACCAR,1,PACCAR,75362,75362.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: PACCAR INC
PNC,1,PNC,713676,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
PULAU Corporation,2,PULAU,1841666,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Pallet Logistics of America,1,PALLET LOGISTICS OF AMERICA,70858,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Paramount,3,PARAMOUNT,2041610,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Paramount Global,1,PARAMOUNT GLOBAL,813828,813828.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: CBS CORP
Parker-Hannifin Corporation,3,PARKER HANNIFIN,76334,76334.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: PARKER HANNIFIN CORP
PayPal Inc.,1,PAYPAL,1633917,1103415.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,EDGAR name: PAYPAL INC
"PayPal, Inc.",3,PAYPAL,1633917,1103415.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,EDGAR name: PAYPAL INC
"Paycom Payroll, LLC",1,PAYCOM PAYROLL,1590955,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Paysafe Group Holdings Limited,2,PAYSAFE GROUP HOLDINGS,1973266,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Pendrick Capital Partner Holdings, LLC",2,PENDRICK CAPITAL PARTNER HOLDINGS,927628,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"PepsiCo, Inc.",1,PEPSICO,77476,77476.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: PEPSICO INC
"Perry Johnson & Associates, Inc.",5,PERRY JOHNSON ASSOCIATES,200406,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Perry Johnson, Inc.",1,PERRY JOHNSON,200406,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Pfizer Inc,1,PFIZER,78003,78003.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: PFIZER INC
Polaris Industries Inc.,1,POLARIS INDUSTRIES,1324404,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Prime Communications,2,PRIME COMMUNICATIONS,1034054,1570434.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,EDGAR name: PRIME COMMUNICATIONS INC
"Professional Compounding Centers of America, Inc.",1,PROFESSIONAL COMPOUNDING CENTERS OF AMERICA,70858,1558044.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,"EDGAR name: PROFESSIONAL COMPOUNDING CENTERS OF AMERICA, INC."
Professional Golfers' Association of America,1,PROFESSIONAL GOLFERS ASSOCIATION OF AMERICA,70858,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Regeneron Pharmaceuticals, Inc.",1,REGENERON PHARMACEUTICALS,872589,872589.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: REGENERON PHARMACEUTICALS INC
Republic Services,3,REPUBLIC SERVICES,1060391,1060391.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: REPUBLIC SERVICES INC
"Republic Services, Inc",1,REPUBLIC SERVICES,1060391,1060391.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: REPUBLIC SERVICES INC
"Republic Services, Inc.",3,REPUBLIC SERVICES,1060391,1060391.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: REPUBLIC SERVICES INC
"Robinson Waters & O'Dorisio, P.C.",1,ROBINSON WATERS O DORISIO P C,1043277,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Rochester Industries Placement, Inc.",2,ROCHESTER INDUSTRIES PLACEMENT,1324404,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Roku Inc,1,ROKU,1428439,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 1350999 (ROKU LLC) | 1428439 (ROKU INC, ROKU) || legacy ticker: ROKU"
Roku Inc.,1,ROKU,1428439,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 1350999 (ROKU LLC) | 1428439 (ROKU INC, ROKU) || legacy ticker: ROKU"
"Roku, Inc.",2,ROKU,1428439,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 1350999 (ROKU LLC) | 1428439 (ROKU INC, ROKU) || legacy ticker: ROKU"
"S&G Financial, LLC",1,S G FINANCIAL,713676,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
SAE International,1,SAE INTERNATIONAL,5272,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
SCM Group,1,SCM GROUP,1156375,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
SOS International,1,SOS INTERNATIONAL,5272,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"SP Industries, Inc.",1,SP INDUSTRIES,1324404,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
SRI International,1,SRI INTERNATIONAL,5272,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"STG International, Inc.",2,STG INTERNATIONAL,5272,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"SVAM International, Inc.",1,SVAM INTERNATIONAL,5272,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Salesforce.com,1,SALESFORCE COM,1108524,1108524.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: SALESFORCE COM INC
Seagate Technology LLC,1,SEAGATE TECHNOLOGY,1137789,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 354952 (SEAGATE TECHNOLOGY INC) | 1137781 (SEAGATE TECHNOLOGY LLC) | 1137789 (SEAGATE TECHNOLOGY, STX) | 1554935 (SEAGATE TECHNOLOGY) || legacy ticker: STX"
Seagate US LLC,3,SEAGATE US,1137789,1137785.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,EDGAR name: SEAGATE US LLC
"Seim Johnson, LLP",1,SEIM JOHNSON,200406,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
ServiceNow Inc.,1,SERVICENOW,1373715,1373715.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: SERVICE-NOW.COM
Shawmut Communications Group,1,SHAWMUT COMMUNICATIONS GROUP,1034054,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Sierra Pacific Industries,2,SIERRA PACIFIC INDUSTRIES,1324404,90143.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,EDGAR name: SIERRA PACIFIC INDUSTRIES
"Sinclair Broadcast Group, Inc",1,SINCLAIR BROADCAST GROUP,912752,912752.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: SINCLAIR BROADCAST GROUP INC
"Sinclair Broadcast Group, Inc.",4,SINCLAIR BROADCAST GROUP,912752,912752.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: SINCLAIR BROADCAST GROUP INC
Sirius XM Radio Inc,3,SIRIUS XM RADIO,908937,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 908937 (CD RADIO INC, SIRI) | 1592709 (SIRIUS XM RADIO INC.) || legacy ticker: SIRI"
Sirius XM Radio Inc.,12,SIRIUS XM RADIO,908937,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 908937 (CD RADIO INC, SIRI) | 1592709 (SIRIUS XM RADIO INC.) || legacy ticker: SIRI"
"Sirius XM Radio, Inc.",3,SIRIUS XM RADIO,908937,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 908937 (CD RADIO INC, SIRI) | 1592709 (SIRIUS XM RADIO INC.) || legacy ticker: SIRI"
Sirius XM Satellite Radio,1,SIRIUS XM SATELLITE RADIO,908937,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Snap Inc.,1,SNAP,1564408,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 1282388 (SNAP LP) | 1564408 (SNAP INC, SNAP) | 1652940 (CAREERSCORE, INC.) || legacy ticker: SNAP"
Snap-on Incorporated,3,SNAP ON,91440,91440.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: SNAP ON INC
"Snap-on, Inc.",1,SNAP ON,91440,91440.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: SNAP ON INC
Snowflake Inc.,2,SNOWFLAKE,1640147,1640147.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,"EDGAR name: SNOWFLAKE COMPUTING, INC."
Sony Card Marketing & Services Company,1,SONY CARD MARKETING SERVICES,313838,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Sony Corporation of America,1,SONY OF AMERICA,313838,1091411.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,EDGAR name: SONY CORP OF AMERICA
Sony Electronics Inc.,1,SONY ELECTRONICS,313838,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Sony Interactive Entertainment,2,SONY INTERACTIVE ENTERTAINMENT,313838,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Sony Interactive Entertainment LLC,2,SONY INTERACTIVE ENTERTAINMENT,313838,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Sony Interactive Entertainment, LLC",1,SONY INTERACTIVE ENTERTAINMENT,313838,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Sony Network Entertainment America Inc.,1,SONY NETWORK ENTERTAINMENT AMERICA,313838,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Sony Online Entertainment,2,SONY ONLINE ENTERTAINMENT,313838,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Sony Online Entertainment LLC,1,SONY ONLINE ENTERTAINMENT,313838,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Sony Pictures,1,SONY PICTURES,313838,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Sony Pictures Entertainment Inc,1,SONY PICTURES ENTERTAINMENT,313838,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Sony Pictures Entertainment Inc.,1,SONY PICTURES ENTERTAINMENT,313838,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Sony Pictures Entertainment, Inc.",2,SONY PICTURES ENTERTAINMENT,313838,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Sorenson Communications,1,SORENSON COMMUNICATIONS,1034054,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Southwest Airlines Co.,2,SOUTHWEST AIRLINES,92380,92380.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: SOUTHWEST AIRLINES CO
Southwest Binding & Laminating,1,SOUTHWEST BINDING LAMINATING,92380,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Spotify USA Inc.,1,SPOTIFY USA,1639920,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Sprint,7,SPRINT,1283699,101830.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,EDGAR name: SPRINT CORP
Sprint Business,1,SPRINT BUSINESS,1283699,1283699.0,ADJUDICATED,ADJUDICATED,SAME,"T-Mobile US, Inc. — successor-equity convention for Sprint entities (merger 4/2020); FLAGGED for Gate 1: pre-2020 events arguably belong to Sprint Corp equity"
Sprint Corporation,8,SPRINT,1283699,101830.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,EDGAR name: SPRINT CORP
Sprint Nextel,2,SPRINT NEXTEL,1283699,101830.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,EDGAR name: SPRINT CORP
"Student Transportation of America, Inc.",1,STUDENT TRANSPORTATION OF AMERICA,70858,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Suddenlink Communications,1,SUDDENLINK COMMUNICATIONS,1034054,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Sumner Communications, Inc.",1,SUMNER COMMUNICATIONS,1034054,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Superior Communications, Inc.",1,SUPERIOR COMMUNICATIONS,1034054,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"SupraNet Communications, Inc.",1,SUPRANET COMMUNICATIONS,1034054,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Synergy Healthcare Services,2,SYNERGY HEALTHCARE SERVICES,1932393,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"SysInformation Healthcare Services, LLC",2,SYSINFORMATION HEALTHCARE SERVICES,1932393,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Sysco Corporation,2,SYSCO,96021,96021.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: SYSCO CORP
T-Mobile,13,T MOBILE,1283699,1283699.0,REASONING_HIGH,VERIFIED-REASONING,SAME,SEC EDGAR: T-Mobile US Inc. Parent company CIK verified | EDGAR-confirmed
"T-Mobile US, Inc.",3,T MOBILE US,1283699,1283699.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: METROPCS COMMUNICATIONS INC
T-Mobile USA,10,T MOBILE USA,1283699,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 1097609 (T MOBILE USA) | 1578078 (T-MOBILE USA, INC.) || legacy ticker: TMUS"
